name,author,price,words,description,date,language,category
"The Fulcrum, Book One",Lenaya Fallin,1.49,"24,630.00","This is a series with cliffhanger endings. ˈfʊlk.ɹəm: the fixed point, providing balance and power Life can be tricky you are submissive, genetically engineered and related to spies. She is a journalist whose biggest scoops can never be written. The current one is a doozy. Her brothers are MIA. No one seems to know the nature of the mission or even where it took place. And she's stuck on a...",2021,English.,» Multicultural & Interracial
Los Secretos de la Numerología:Aprende a Usar la Numerología para Tu Ventaja,Francisco Machado,9.99,"4,810.00","¿Está buscando una guía para desbloquear el poder de la numerología y utilizarla en su beneficio? ¡Nuestro eBook numerología es el recurso perfecto para usted! Este eBook proporciona una visión general fácil de seguir de los fundamentos de la numerología y cómo aplicarlo a su vida. Con nuestro eBook numerología, usted será capaz de empezar a desentrañar los misterios de la numerología y la...",2023,Spanish.,» I ching
Beautiful Storm,Megan Isaacs,2.99,"105,510.00","He was my salvation. Interviewing the notorious owner of 'Ignition' should have been simple. When asked to go home with him, I should've said 'no.' But Noah Hamilton's tattooed, hard body and rugged features were impossible to resist. I wanted him to touch me. And I longed to be loved again. I craved the escape and was desperate to know him. Much like his lifestyle, our heated affair took off...",2015,English.,» Erotic
"The Fulcrum, Book Four",Lenaya Fallin,1.49,"36,190.00","The exciting conclusion! ˈfʊlk.ɹəm: the fixed point, providing balance and power Life can be tricky you are submissive, genetically engineered and related to spies. She is a journalist whose biggest scoops can never be written. The current one is a doozy. Her brothers are MIA. No one seems to know the nature of the mission or even where it took place. And she's stuck on a business trip when a...",2022,English.,» Multicultural & Interracial
"The Fulcrum, Book Two",Lenaya Fallin,1.49,"24,230.00","This is a series with cliffhanger endings. ˈfʊlk.ɹəm: the fixed point, providing balance and power Life can be tricky you are submissive, genetically engineered and related to spies. She is a journalist whose biggest scoops can never be written. The current one is a doozy. Her brothers are MIA. No one seems to know the nature of the mission or even where it took place. And she's stuck on a...",2022,English.,» Multicultural & Interracial
"The Fulcrum, Book Three",Lenaya Fallin,1.49,"18,750.00","This is a series with cliffhanger endings. ˈfʊlk.ɹəm: the fixed point, providing balance and power Life can be tricky you are submissive, genetically engineered and related to spies. She is a journalist whose biggest scoops can never be written. The current one is a doozy. Her brothers are MIA. No one seems to know the nature of the mission or even where it took place. And she's stuck on a...",2022,English.,» Multicultural & Interracial
The Person and Work of the Holy Spirit,Riaan Engelbrecht,5,"116,200.00","This is an in-depth study guide into the Holy Spirit, who is not a mere force. He is not energy. The Holy Spirit is a person and part of the Trinity along with the Father and the Son. God is Sovereign, and just so God wills and moves according to His will. Just so, the Spirit of the Lord moves and acts never out of His own accord, but always follows the leading of the Father. So the Spirit is...",2021,English.,» Christian Ministry / Preaching
The Twisted Dead,Darcy Coates,3.99,"81,380.00","Keira must decide if she should use her ability to contact ghosts to help the man who once tried to kill her. Hunted and haunted, all she wants is to put her mysterious past behind her and move forward with her new friends as Blighty Graveyard's groundskeeper. But then she receives an invitation to dinner at the local recluse's crumbling ancestral estate. The mansion is steeped in history that...",2023,English.,» Supernatural
Just Us,C. M. Kent,5.49,"80,880.00","Life is a dream for Kristie and Enrique. They are just moving in together, full of excitement for what the future holds, and so in love. Sadly their perfect life together hits challenging times, causing Enrique’s deep-rooted issues to rise to the surface, making it almost impossible for him to run from them anymore. Thankfully, he has Kristie, but can she guide him through his darkness?",2023,AmericanEnglish.,» Billionaires
Wolf of Bones,Amelia Shaw,3.99,"48,700.00","Galen struggles with the death of his father while Talia discovers more about her demon wolf shifter bloodline, but their connection is tested in a new and dangerous manner. When the couple travel to the Arctic Circle on the trail of Talia's family, they don't expect to encounter the evil Bone Clan who worship their demon master. In the land of ice and snow, Talia faces her greatest challenge...",2023,English.,» Shifters
Tales of Love Romance and Marriage,Wanda Peters,5.95,"58,630.00","Not every great love ends in marriage, Not all marriages end in love.  Sometimes you need to find love outside of marriage.  These are such stories.",2023,English.,» Contemporary
Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer,Ivon Valerie,9.99,"79,830.00",Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer is a comprehensive book written to deepen your spiritual practice through prayer and declaration. This prayer and declaration guide has been created specifically for readers who want to strengthen their bond with God and discover the profound power of praying daily. This book is a must-have for anyone looking to deepen their...,2023,English.,» Prayerbooks / Christian
Dealing With Difficult People Survival Guide,Robert J Charles,0,"16,230.00","Want to find a way to stop someone in your life from gaslighting you without having to struggle a day longer? Time to stand up for yourself, show the world your true worth and be more than the difficult people ever thought you would be? You're someone who has so much in life to give, which is why it's such a puzzle that you think you're worth 0 right now. Well, actually, it's entirely...",2023,English.,» Anxieties & Phobias
Etherya's Earth Volume II: Books 4-6,Rebecca Hefner,9.99,"296,590.00","From USA Today bestselling author Rebecca Hefner The battle against the Dark Lord rages on... Book 4: The Reluctant Savior A complex heroine who doesn't believe in love must choose to save the realm... Book 5: The Impassioned Choice A new villain emerges, threatening the peace the immortals crave. Book 6: The Cryptic Prophecy The next generation of Etherya's Earth begins… Read the sizzling...",2023,English.,» Witches
Ion Itoafa: The Romanian Banker in Canada,David Itoafa,0,"13,270.00","Prezenta carte prezinta date biografice ale familiei autorului, evenimente din copilarie si adolescenta, intimplari din viata cartierului Analdolchioi din Constanta si activitatea professionala in siistemul bancar din Romania. Fotographie ale familiei din Canada unde autorul are statutul de emigrant.",2023,English.,» Author profile
Miracles of Admiration,Sayra Wo,3.99,"8,290.00","This book is your new best friend - one that you'll want to keep close at all times and refer to again and again throughout your life. I promise you this is the book like no others.Inside ""Miracles of Admiration"", you'll find a 21-day program that is designed to help you achieve your relationship goals, no matter what your current situation may be.",2022,English.,» Marriage
The Power of Human Sound,Nii Ashaley,15.55,"5,440.00",The Power of The Human Sound is a piece of literary art that explores the subtleties of those quiet but powerful mechanisms underlying the human sound and the ensuing noble arts of speech and speech making. It will transform you!,2020,English.,» New thought
How to Escape,Waseem008,10,470,It contains information for situation  handling in emergency situations,2023,BritishEnglish.,» Decision-making & problem solving
Encyclopedia of Herbal Medicine,julius sarino,0,"41,280.00",Unlock the Healing Power of 550 Herbs with the Encyclopedia of Herbal Medicine,2023,English.,» herbal medications
Libra The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun,Suzanne White,2.99,"18,160.00","No other sign of the occidental horoscope system (except at times the Capricorn) has such a well-developed sense of what is proper and meet in any situation. The Virgo is clear-thinking and almost never misses the mark. Virgo is logical, analytical and keeps a cool head. BOOK SEVEN - LIBRA In this new series, Suzanne White cleverly combines individual Sun signs with Chinese Animal signs to...",2019,English.,» Astrology / eastern
Leo The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,"21,150.00","THE PERFECT BIRTHDAY GIFT! LEO - YOUR WESTERN SUN SIGN COMBINED WITH YOUR CHINESE ANIMAL SIGN WILL ASTOUND YOU. THIS BOOK IS AN INGENIOUS BLEND OF LEO WITH ALL 12 CHINESE ASTROLOGY SIGNS. FIND OUT MORE ABOUT YOUR OWN NEW ASTROLOGY SIGN AND THOSE OF YOUR LOVERS, FRIENDS, FAMILY AND ENEMIES. In this new series, Suzanne White cleverly combines your Sun sign with your Chinese Animal sign to...",2019,English.,» Astrology / eastern
Your Future in 2022,Suzanne White,5.99,"43,730.00","SUZANNE WHITE HAS DONE IT AGAIN!!! Her World Famous Best Selling Yearly Horoscopes are back for 2022 – The Year of the WATER TIGER. What's in store for each of the 24 signs? (Aries thru Pisces & Rat thru Pig) In the next twelve months, will you be healthy? Get rich? Fall in Love? Land a plum job? Get a pet? Get married? Get a new car or a new baby? Suzanne White's Tiger year forecasts are not...",2022,English.,» Astrology / eastern
Cancer The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun,Suzanne White,2.99,"21,940.00","CANCER - YOUR WESTERN SUN SIGN COMBINED WITH YOUR CHINESE ANIMAL SIGN WILL ASTOUND YOU. THIS BOOK IS AN INGENIOUS BLEND OF CANCER WITH ALL 12 CHINESE ASTROLOGY SIGNS. FIND OUT MORE ABOUT YOUR OWN NEW ASTROLOGY SIGN AND THOSE OF YOUR LOVERS, FRIENDS, FAMILY AND ENEMIES. CANCER - Emotion is the pitfall of Cancer people. As changeable as their ruler, the Moon, these subjects may shift in minutes...",2019,English.,» Astrology / eastern
Aquarius The New Astrology - Chinese and Western Zodiac Signs,Suzanne White,2.99,"18,790.00","A Savvy Blend of your Sun Sign with your Chinese Animal Sign. An Aquarius/Dog is not like an Aquarius Rat or Dragon. The New Astrology™ is the creation of world-renowned best-selling author, Suzanne White, who has come up with a revolutionary way of looking at character by blending the signs of both cultures. You will learn a lot about yourself and even more about those you know - or think you...",2017,English.,» Astrology / eastern
Suzanne White's New Astrology for Lovers,Suzanne White,9.99,"114,630.00","This is not your average complicated astrology book. No planets, trines, squares or oppositions to confuse you. New Astrology for Lovers is a guide which examines the compatibilities between the characters of all 24 astrological signs with each other: There are 12 Chinese and 12 western signs.. Suzanne White has matched all pairings of both zodiacs and come up with remarkably accurate results...",2020,English.,» Astrology / eastern
Gemini The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,"21,290.00","GEMINI THE DESCRIPTION OF YOUR SIGN WITH ALL CHINESE SIGNS WILL ASTOUND YOU. A GEMINI/DOG IS FAR MORE AGGRESSIVE THAN A STRONG-MINDED GEMINI/DRAGON. FIND OUT EVERYTHING YOU NEED TO KNOW ABOUT YOURSELF, YOUR FRIENDS, YOUR FAMILY - AND EVEN ABOUT YOUR DARKEST ENEMIES. GEMINI In this new series, Suzanne White cleverly combines your individual western sign with your Chinese Animal sign to describe...",2019,English.,» Astrology / eastern
Gerald's War,Nigel Davies-Williams,4.18,"154,740.00","Gerald is 'Missing Feared Killed!' Would he ever get home now he'd lost his lucky mascot, but did he even want to? Gerald Davies, the eponymous hero of the book has a difficult childhood. His mother, suffering from epilepsy, is forced into an asylum by his father who has taken up with a woman half his age. Unknown to Gerald, the person he knows as his aunt is his real mother. It's 1936 and to...",2022,English.,» Military / World War II
Aries The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,"20,820.00","SUZANNE WHITE'S NEW ASTROLOGY™ BY SUN SIGN SERIES BOOK ONE - ARIES. It's astounding! An Aries born in a Dragon year does not have the same basic character as an Aries/Dog or Aries/Rooster. ARIES is the first of the twelve Western signs. We all know Aries as the Soldier of the western Zodiac. And even though it comes first, Aries is often thought of as the baby of the family. Aries respond to...",2019,English.,» I ching
Travels and Tribulations,Tyrel Nelson,2.99,320,"In the spring of 2020, Tyrel Nelson lost his mother. And he lost his job in the summer. Isolated by the pandemic and hamstrung by agony, he felt forgotten by the world as it marched on. Unhappy, uneasy, and unemployed, he began picking himself up by putting down his thoughts on a yellow legal pad. Battling through his bereavement on paper proved to be cathartic. But he needed more – a writing...",2022,English.,» Essays & Travelogues
A Dangerous Church Vol 1: Faith in a Mighty God,Riaan Engelbrecht,4,"80,170.00","The two volumes of work on A Dangerous Church explore the call of God for the Church to take up her rightful identity as being a light-bearer, a carrier of God's glory, the deliverer of God's message of hope and the guardian of God's Gospel here on earth. As a church, we are supposed to be dangerous to the kingdom of darkness, to lies, deception, spiritual corruption and chaos. We are dangerous...",2021,English.,» Christian Ministry / General
La partenaire de Gabriel,Tina Folsom,7.99,"104,380.00","Maya a été transformée en vampire contre son gré. Gabriel, vampire et garde du corps chez Scanguards, est en charge de la protéger et de retrouver son agresseur. Gabriel n'a jamais eu à chaperonner un corps aussi parfait que celui de Maya. Qui plus est, la vulnérabilité envoûtante et la force de cette dernière font qu'il est difficile de lui résister. Mais Gabriel n'a pas le choix. Malgré la...",2023,French.,» Witches
بينوكيو رحلة بحث عن الإله,خليل سليم,0,"177,350.00",هذا الكتاب عبارة عن رحلة بحثية عن الحقيقة، حقيقة الكون، حقيقة الكائنات، حقيقة الوجود، حقيقة الأديان، حقيقة الإنسان، حقيقة العلم، حقيقة التطور، حقيقة الخلق، حقيقة العقل، حقيقة الحواس، حقيقة الجمال، إنه محاولة لإيجاد إجابات عن أسئلة عديدة تجول في خاطر الكثير. سار الكاتب في رحلة بحث فتوصل بما كان بين يديه من معرفة إلى النتيجة في نهاية الكتاب، لعلها عزيزي القارئ تختصر عليك رحلتك، ولربما تكون لك...,2023,Arabic.,0
Discrète Morsure,Tina Folsom,3.99,"31,580.00","Oliver, vampire novice, et Ursula, la femme qu'il a sauvée d'un bordel pratiquant le commerce de sang, se marient enfin. Mais avec l'arrivée des parents d'Ursula, des Chinois vieux-jeu, pour le mariage traditionnel, le chaos éclate rapidement, Oliver étant toujours sur le point de révéler accidentellement à ses futurs beaux-parents que sa famille élargie de Scanguards et lui sont des vampires...",2023,French.,» Witches
L’identité de Cain,Tina Folsom,7.99,"91,680.00","Garde du corps chez Scanguards, Cain lutte contre l'amnésie. Toutefois, le voile sur son passé commence enfin à se lever lorsqu'un mystérieux étranger fait son apparition et révèle la tentative d'assassinat dont Cain a été victime. Ce dernier découvre non seulement qu'il est le puissant roi d'une communauté de vampires, mais qu'il est, de surcroît, fiancé à Faye Duvall, la femme vampire qui...",2023,French.,» Witches
Coaster Girl,Tom Sinsky,2.99,"32,890.00","In this funny YA novella, a child prodigy, Maria Hernandez, wins a roller coaster design contest and is hired by a company to design rides. As she becomes more successful she also grows greedy, fights with her family, and even starts to admire Rigel Hemroyd, an evil billionaire owner of rival theme parks, who later kidnaps her and makes her design the ultimate coaster.",2023,English.,» Chick Lit
"Years of Terror 2020: 255 Horror Movies, 51 Years of Pure Terror",Steve Hutchison,2.99,"54,550.00","This book contains 255 horror movie reviews; five of the best releases each year between 1970 and 2020. Each film description contains a synopsis, a rating, and a three-paragraph review.",2023,English.,» Film & video / guides & reviews
Sibir Katt,Fynn Hansen,3.99,"21,450.00","Den sibirske katten - en rasekatt med fortryllende naturlighet De russiske kattene er beviselig forfedrene til perserkattene. Rasen har imidlertid ikke blitt avlet, og derfor er de sibirske kattene fortsatt like originale som sine forfedre i gatene i St. I boken vil du ikke bare lære alt viktig om å holde katten, men også mye om dens historie. Tross alt er dette sannsynligvis den eneste...",2023,Norwegian.,» Animals / Big Cats
Philadelphia Experiment: A Teleported Ship of World War II   The Most Unbelievable Weapon of Einstein,Robert J. Williams,2.99,"2,280.00","History's most unbelievable experiment, an experiment on earth where the entire ship was teleported 200 miles away!",2023,English.,» Gravity
Britisk Korthårs Katt,Fynn Hansen,3.99,"16,300.00","LIVET MED EN BRITISH SHORTHAIR (Britisk korthårskatt) - HVA KATTEN TRENGER FOR Å BLI LYKKELIG Det umiskjennelige trekket ved Britisk korthårskatt er små avrundede ører på et rundt ansikt med store uttrykksfulle øyne. Dette gir kattene et barnslig utseende. De minner nesten om en bamse. Dette samsvarer med dyrenes vennlige natur, som danner et nært bånd til eieren. I motsetning til andre katter...",2023,Norwegian.,» Animals / Big Cats
Sphynx Katt,Fynn Hansen,3.99,"17,280.00","Elskelige misfostre av naturen - Sphynx-kattene Det er knapt en katterase som det er flere fordommer om enn om nakenkatter. For mange mennesker er de uheldige skapninger av en misforstått oppdretters ambisjoner. I virkeligheten produserer naturen nakne katter igjen og igjen, som til og med kan klare seg som utekatter. Det finnes også flere raser som kalles Sphynx-katter som ikke har noe...",2023,Norwegian.,» Animals / Big Cats
La promesse de Blake,Tina Folsom,7.99,"90,380.00","Blake Bond, vampire chef de la sécurité des hybrides au sein de Scanguards, et Lilo Schroeder, une humaine, se rencontrent lorsqu'une amie commune, Hannah, disparaît. Alors qu'ils dénouent le mystère de sa disparition, ils découvrent que des vampires malveillants ont élaboré un dangereux complot susceptible de mettre toute vie humaine en péril. Non seulement Blake et Lilo doivent garder une...",2023,French.,» Witches
Passionné,Tina Folsom,3.99,"53,430.00","Rochelle Wright est enquêtrice au sein de la Commission des Opérations de Bourse et ne vit que pour son travail. Mais, parfois, elle a besoin de se défouler. Elle passe alors la nuit avec un charmant inconnu qu'elle pense ne jamais revoir. Le magnat des affaires, Zach Ivers, est beau, célibataire et récolte un certain succès. Mais tout son monde se voit bouleversé lorsque la COB enquête...",2023,French.,» Billionaires
Attirant,Tina Folsom,3.99,"54,280.00","Attirant est la suite de Séduisant, une romance contemporaine sensuelle. Après des débuts tumultueux dans sa relation avec Daniel, Sabrina part s'installer avec lui à New York, laissant derrière elle sa vie à San Francisco. Mais tout n'est pas rose pour le couple fraîchement établi, qui se connaît depuis à peine deux semaines et cherche encore ses marques dans cette nouvelle vie commune. D...",2023,French.,» Billionaires
La belle mortelle de Samson,Tina Folsom,7.99,"100,050.00","Samson, le vampire célibataire, ne peut plus la lever. Même son psy ne sait pas comment laider. Mais tout change lorsque Delilah, la belle mortelle et audit, tombe dans ses bras après ce qui ressemble à une banale agression. Soudain, les problèmes physiques du vampire sévanouissent, du moins tant que Delilah se trouve dans ses bras. Les scrupules du vampire de mettre Delilah dans son lit...",2023,French.,» Witches
La rédemption de Zane,Tina Folsom,7.99,"105,680.00","En tant que vampire garde du corps, la dernière mission que Zane souhaite remplir est de surveiller une jeune femme hybride, mi-vampire, mi-humaine, dont le père souhaite préserver la virginité. Connu pour la violence de son tempérament et son manque de compassion, Zane renferme une rage incontrôlable qui provient de la cruauté dont il a été victime durant l'Holocauste. Il est obsédé par un...",2023,French.,» Witches
Mabel,Victoria L. Szulc,3.99,"13,220.00","Will, a lonely vampire, meets an equally lonely older woman, Mabel, a feisty farmer with a weak heart, while passing through Kansas at the end of the Great Depression. This is a bittersweet chapter in Will's story as he questions his purpose in life. Will he stay with Mabel, or will his worldly ways pull him back to the East coast and the big cities in search of fresh blood?",2023,English.,» Vampires
Fox in plain Sight,Tina Folsom,3.99,"43,290.00","Nicholas ""Fox"" Young, brilliant computer programmer and ex-Stargate Program operative in hiding, is close to his goal of accessing information, which could bring him one step closer to finding his fellow Stargate agents and shedding light on the recurring nightmarish premonition that haunts his dreams. But the online cat-and-mouse game he's been playing with ex-hacker and now CIA-contractor...",2023,English.,» General
Love So Sweet Collection - 5 Stories of Sweet Love and Delicious Dessert,Steena Marie Holmes,4.99,"102,880.00","Welcome to my world of chocolate, mountains, romance, and wanderlust. The Love So Sweet series captures all the things I love the most: like second chances, believing in oneself, delicious chocolate and baked pastries, and of course…sweet romance that stands the test of time. INCLUDED in this collection are the following 5 stories: SWEET MEMORIES: Happily-ever-after only happens once in a...",2023,English.,» Collections & Anthologies
Envoûtant,Tina Folsom,3.99,"53,830.00","Pour Sabrina et Daniel, la route qui mène au bonheur a été longue, sensuelle et semée d'embûches. Mais enfin, ils se marient ! Ils décident de se dire oui dans un cadre romantique et idyllique, sur une plage des Hamptons. Cependant, leur mariage de rêve et leur avenir radieux se retrouvent soudain menacés lorsqu'un article de journal révèle que Sabrina est une ancienne escort-girl. Précédemment...",2023,French.,» Billionaires
The Real Werewives of Colorado Box Set Vol. 1 Books 1-3,Kristen Strassel,16.99,"141,930.00","Join The Real Werewives for this STEAMY season as cowboy wolves over forty find the curvy mates that will help them save their ranch. 30 Day Mate Will my past steal Saint's future? After a misunderstanding costs me a dream contract for a cooking show on a major network, I'll do whatever it takes to repair my reputation. Even apply to be one of The Real Werewives of Colorado. The dating reality...",2023,English.,» Shifters
Sump Pump,A.E. Hodge,0,"11,270.","Things couldn’t get much worse for Gary Crawford. Once a big-shot lawyer at a major firm, Gary left his job and moved to the country after a heart attack, hoping to find a new life free of stress. Big mistake. The new house is in shambles. Spiderwebs cover everything, and the spiders are so numerous he finds them in his cereal and in his bed at night. And now, the latest problem. The sump pump...",2015,English.,» Gothic
The Coded World,A.R. Knight,3.99,"84,190.","Gamma fought to save humanity. Now he’s having second thoughts. Dive into The Coded World, the thrilling conclusion to the far future action adventure trilogy The Far Horizons. A science fiction series delving into the dangerous dance between humans and their grand designs, The Far Horizons is a fast-paced trip you haven’t taken before.",2023,English.,» High tech
"Enough Overthinking: 11 Insane Ways Overthinking Can Affect Your Health,  Destroy Your Happiness, and Steal Your Joy  – and How to Neutralize It",Robert J Charles,0,"17,410.","Want to be the one who breaks free from the constant overthinking that's come to dominate so many of our lives? Need to dive deeper, understand the causes, and then come out the other side stronger than you can ever imagine? Overthinking is when your brain just won't switch off: it feels like it's stuck going around and around on the same loop as a hamster stuck on a wheel. But while the...",2023,English.,» Anxieties & Phobias
Evangelism: A Study Guide,Riaan Engelbrecht,4.00,"32,920.","Evangelism has been discussed over and over, yet it still seems many Christians are not engaging in evangelism. It seems some think they are not called to evangelise, or not equipped or not trained. The truth is, if we follow Jesus, then we are called to evangelise, which is nothing more than telling someone about Jesus. From the outset, evangelism is the work and duty of EVERY believer, thus...",2021,English.,» Christian Ministry / Preaching
The Legend of the Grey Man of Pawleys Island,Christine Vernon,2.99,"29,960.","In the South Strand area along the coast of South Carolina, there is a ghostly legend of a Grey Man who appears to locals and vistors to warn of impending hurricanes. The first sighting of Grey Man occurred in 1822 on the beach of a small community named Pawleys Island. A young man named Will falls in love with his cousin, Rachel during the Revolutionary War period. Their love is dissolved by...",2023,English.,» General
"Who is Satan, really.",Claudius Brown,9.00,"10,420.","Satan is a figure in many religions and mythologies, most notably Christianity and Islam. He is often seen as a powerful, malevolent being who tempts humans to sin and do evil. He is also known as the Devil or Lucifer. The origin of Satan can be traced back to the Hebrew Bible, where he is referred to as ha-Satan (the accuser). In the New Testament, he is described as an angel who rebelled...",2023,English.,» Counseling / general
Abiding in the Fullness of God,Riaan Engelbrecht,4.00,"77,150.","In our pursuit of God, it is once again time to go up the 'mountain' of the Lord, arising from the valley of carnality, for we can no longer pretend everything is fine. We can no longer pretend we are living in the glory and Truth of God. For there is a light that shines over yonder beyond the gate and beyond the valley, beyond the line of the trees where the waters reach to the mountain, for...",2021,English.,» Christian Ministry / Preaching
Gambling Lion,Antoinette George,2.99,"109,510.","Nicholas de Bresancourt, a French aristocrat who had escaped the Revolution and grown up in England, was happy to fight against Napoleon, working undercover as a British military spy. Charming, good looking, he was a lover of many women, but saddled with a wife he neither loved nor wanted. And then there was the dangerous French agent who was obsessed with destroying Nicky and his adoptive family.",2021,English.,» Military
The Elusive Smuggler,Antoinette George,2.99,"113,370.","Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have. He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020,English.,» Family sagas
A Glorious Divine Journey,Riaan Engelbrecht,3.00,"58,680.","This series started 20 years ago with 'Crossroads to Freedom', which was written at the time to help believers, young and mature, to appreciate the greatness, the goodness, the majesty and the love of Christ. For we are all on a spiritual journey, one where we choose daily to either follow the Lord or follow our path.A Glorious Divine Journey Vol 4 is part of the three additional works that...",2021,English.,» Christian Life / Personal Growth
The Determined Duchess,Antoinette George,2.99,"119,400.","Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have… He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020,English.,» Family sagas
Murder at the Moonshine Inn,Maggie King,3.99,"77,840.","When high-powered executive Roxanne Howard dies in a pool of blood outside the Moonshine Inn, Richmond, Virginia's premier redneck bar, the victim's sister enlists Hazel Rose to ferret out the killer. At first Hazel balks--she's a romance writer, not a detective. But Brad Jones, Rox's husband, is the prime suspect. He's also Hazel's cousin, and Hazel believes in doing anything to help family...",2020,English.,» Amateur sleuth
If I Break 3 Book Bundle,Portia Moore,6.99,"253,850.","Christopher Scott isnewly engaged to Jenna, who saw him through an illness he didn't think he could survive. He's finally settling into the life he's always wanted. Until a woman named Lauren arrives on his doorstep. She's intriguing, beautiful, and, try as he might, he can't stay away. For him to put all the pieces in place, he'll have to follow his heart, and that might cost him everything....",2019,English.,» New adult
Building Blocks of Faith: Capstone,Riaan Engelbrecht,5.00,"117,880.","Just as one's DNA is made of chemical building blocks called nucleotides, just so our spiritual composition is made up of building blocks. And such blocks all should form part of the foundation of our faith, with Jesus being the cornerstone. Our entire lives should be built upon Christ, and everything else should flow from God. For a true believer to survive the storms of life, while also...",2022,English.,» Christian Ministry / General
